NONCTLTRTSETID,PlantSpecies2018,FungalGenus2018,EMF_ORIGIN_TED,EMF_ORIGIN_ALT,Hoeksema2018,EXPERIMENTID,CTLTRTSETID,LASTNAME1,LASTNAME2,PAPERYEAR,JOURNALNAME,PAPERTITLE,PAPERDATASOURCENAME,EFFECTSIZE1,ESTVAR1,ESTVAR3,ctrl_mass,ctrl_reps,ctrl_sd,trt_mass,trt_reps,trt_sd,PlantFamily,PlantSpecies,PlantSpeciesMar2017,FungalGenus,PLANTLIFEHISTORY,FUNGROUP,NONMYCOCONTROL,NONMYCOCONTROL2,FERTP,FERTN,INOC.COMPLEXITY,STERILIZED,MYCORRHIZAETYPE,LOCATION,DOMESTICATED,Rua2016,Rua2017,Loc_Ad_appropriate,LA_Code,Plant_Lat,Plant_Long,Fung_Lat,Fung_Long,Soil_Lat,Soil_Long,AM_single_genus,EM_single_genus,Karst2018
4200,pinus_pinaster,pisolithus,22,21,YES,527,4203,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.185217537,0.2,NA,428.8,10,NA,356.3,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4201,pinus_pinaster,pisolithus,22,21,YES,527,4203,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.117928802,0.2,NA,428.8,10,NA,381.1,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4202,pinus_pinaster,pisolithus,22,21,YES,527,4203,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.31766696,0.2,NA,428.8,10,NA,312.1,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4204,pinus_pinaster,pisolithus,22,21,YES,528,4213,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,0.072407433,0.2,NA,428.8,10,NA,461,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4205,pinus_pinaster,pisolithus,22,21,YES,528,4213,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.117404143,0.2,NA,428.8,10,NA,381.3,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4206,pinus_pinaster,pisolithus,22,21,YES,528,4213,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.00490942,0.2,NA,428.8,10,NA,426.7,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4207,pinus_pinaster,pisolithus,22,21,YES,528,4213,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.03367641,0.2,NA,428.8,10,NA,414.6,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4208,pinus_pinaster,pisolithus,22,21,YES,528,4213,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.301773428,0.2,NA,428.8,10,NA,317.1,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4209,pinus_pinaster,pisolithus,22,21,YES,528,4213,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.310642666,0.2,NA,428.8,10,NA,314.3,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4210,pinus_pinaster,pisolithus,22,21,YES,528,4213,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.248951816,0.2,NA,428.8,10,NA,334.3,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4211,pinus_pinaster,pisolithus,22,21,YES,528,4213,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.324418312,0.2,NA,428.8,10,NA,310,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4212,pinus_pinaster,pisolithus,22,21,YES,528,4213,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.020735898,0.2,NA,428.8,10,NA,420,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4224,pinus_pinaster,pisolithus,22,21,YES,530,4233,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.437695386,0.2,NA,428.8,10,NA,276.8,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4225,pinus_pinaster,pisolithus,22,21,YES,530,4233,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.126360999,0.2,NA,428.8,10,NA,377.9,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4226,pinus_pinaster,pisolithus,22,21,YES,530,4233,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,0.041791673,0.2,NA,428.8,10,NA,447.1,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4227,pinus_pinaster,pisolithus,22,21,YES,530,4233,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.033435243,0.2,NA,428.8,10,NA,414.7,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4228,pinus_pinaster,pisolithus,22,21,YES,530,4233,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.18465637,0.2,NA,428.8,10,NA,356.5,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4229,pinus_pinaster,pisolithus,22,21,YES,530,4233,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,0.067187761,0.2,NA,428.8,10,NA,458.6,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4230,pinus_pinaster,pisolithus,22,21,YES,530,4233,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.112172637,0.2,NA,428.8,10,NA,383.3,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4231,pinus_pinaster,pisolithus,22,21,YES,530,4233,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.144249609,0.2,NA,428.8,10,NA,371.2,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4232,pinus_pinaster,pisolithus,22,21,YES,530,4233,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.246561615,0.2,NA,428.8,10,NA,335.1,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4234,pinus_pinaster,pisolithus,22,21,YES,531,4243,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.232927735,0.2,NA,428.8,10,NA,339.7,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4235,pinus_pinaster,pisolithus,22,21,YES,531,4243,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.295799507,0.2,NA,428.8,10,NA,319,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4236,pinus_pinaster,pisolithus,22,21,YES,531,4243,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.375711607,0.2,NA,428.8,10,NA,294.5,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4237,pinus_pinaster,pisolithus,22,21,YES,531,4243,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.374015253,0.2,NA,428.8,10,NA,295,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4238,pinus_pinaster,pisolithus,22,21,YES,531,4243,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.2799385,0.2,NA,428.8,10,NA,324.1,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4239,pinus_pinaster,pisolithus,22,21,YES,531,4243,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.186340817,0.2,NA,428.8,10,NA,355.9,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4240,pinus_pinaster,pisolithus,22,21,YES,531,4243,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,0.073057981,0.2,NA,428.8,10,NA,461.3,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4241,pinus_pinaster,pisolithus,22,21,YES,531,4243,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.37096905,0.2,NA,428.8,10,NA,295.9,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4242,pinus_pinaster,pisolithus,22,21,YES,531,4243,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.232927735,0.2,NA,428.8,10,NA,339.7,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4254,pinus_pinaster,pisolithus,22,21,YES,532,4260,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,0.033030526,0.2,NA,428.8,10,NA,443.2,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4255,pinus_pinaster,pisolithus,22,21,YES,532,4260,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,0.045809536,0.2,NA,428.8,10,NA,448.9,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4256,pinus_pinaster,pisolithus,22,21,YES,532,4260,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,0.087477686,0.2,NA,428.8,10,NA,468,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4257,pinus_pinaster,pisolithus,22,21,YES,532,4260,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.029584456,0.2,NA,428.8,10,NA,416.3,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4258,pinus_pinaster,pisolithus,22,21,YES,532,4260,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,0.081046796,0.2,NA,428.8,10,NA,465,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4259,pinus_pinaster,pisolithus,22,21,YES,532,4260,Lamhamedi,Fortin,1990,New Phytologist,Genetic variation in ectomycorrhiza formation by Pisolithus arhizus on Pinus pinaster and Pinus banksiana,2004 Search,-0.206205262,0.2,NA,428.8,10,NA,348.9,10,NA,pinaceae,pinus_pinaster,pinus_pinaster,pisolithus,perennial,nonNwood,none,mics_not_added,Pyes,Nyes,Single,STERyes,EM,lab,NA,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES
4261,nicotiana_tabacum,funneliformis,NA,NA,YES,533,4280,Khasa,Sigler,2001,New Forests,Effect of fertilization on growth and ectomycorrhizal development of container-grown and bare-root nursery conifer seedlings,2004 Search,0.862045717,0.2,NA,1.25,10,NA,2.96,10,NA,solanaceae,nicotiana_tabacum,NA,funneliformis,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
4262,nicotiana_tabacum,funneliformis,NA,NA,YES,533,4279,Khasa,Sigler,2001,New Forests,Effect of fertilization on growth and ectomycorrhizal development of container-grown and bare-root nursery conifer seedlings,2004 Search,0.901691932,0.2,NA,0.69,10,NA,1.7,10,NA,solanaceae,nicotiana_tabacum,NA,funneliformis,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
4263,nicotiana_tabacum,funneliformis,NA,NA,YES,533,4279,Khasa,Sigler,2001,New Forests,Effect of fertilization on growth and ectomycorrhizal development of container-grown and bare-root nursery conifer seedlings,2004 Search,0.853489831,0.2,NA,0.69,10,NA,1.62,10,NA,solanaceae,nicotiana_tabacum,NA,funneliformis,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
4264,nicotiana_tabacum,funneliformis,NA,NA,YES,533,4279,Khasa,Sigler,2001,New Forests,Effect of fertilization on growth and ectomycorrhizal development of container-grown and bare-root nursery conifer seedlings,2004 Search,0.93637749,0.2,NA,0.69,10,NA,1.76,10,NA,solanaceae,nicotiana_tabacum,NA,funneliformis,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
4265,nicotiana_tabacum,funneliformis,NA,NA,YES,533,4279,Khasa,Sigler,2001,New Forests,Effect of fertilization on growth and ectomycorrhizal development of container-grown and bare-root nursery conifer seedlings,2004 Search,0.964390527,0.2,NA,0.69,10,NA,1.81,10,NA,solanaceae,nicotiana_tabacum,NA,funneliformis,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
4266,nicotiana_tabacum,funneliformis,NA,NA,YES,533,4279,Khasa,Sigler,2001,New Forests,Effect of fertilization on growth and ectomycorrhizal development of container-grown and bare-root nursery conifer seedlings,2004 Search,-0.014598799,0.2,NA,0.69,10,NA,0.68,10,NA,solanaceae,nicotiana_tabacum,NA,funneliformis,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
4267,nicotiana_tabacum,funneliformis,NA,NA,YES,533,4279,Khasa,Sigler,2001,New Forests,Effect of fertilization on growth and ectomycorrhizal development of container-grown and bare-root nursery conifer seedlings,2004 Search,0.014388737,0.2,NA,0.69,10,NA,0.7,10,NA,solanaceae,nicotiana_tabacum,NA,funneliformis,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
4268,nicotiana_tabacum,funneliformis,NA,NA,YES,533,4280,Khasa,Sigler,2001,New Forests,Effect of fertilization on growth and ectomycorrhizal development of container-grown and bare-root nursery conifer seedlings,2004 Search,0.781158058,0.2,NA,1.25,10,NA,2.73,10,NA,solanaceae,nicotiana_tabacum,NA,funneliformis,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
4269,nicotiana_tabacum,funneliformis,NA,NA,YES,533,4280,Khasa,Sigler,2001,New Forests,Effect of fertilization on growth and ectomycorrhizal development of container-grown and bare-root nursery conifer seedlings,2004 Search,0.90825856,0.2,NA,1.25,10,NA,3.1,10,NA,solanaceae,nicotiana_tabacum,NA,funneliformis,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
4270,nicotiana_tabacum,funneliformis,NA,NA,YES,533,4281,Khasa,Sigler,2001,New Forests,Effect of fertilization on growth and ectomycorrhizal development of container-grown and bare-root nursery conifer seedlings,2004 Search,0.086074609,0.2,NA,1.78,10,NA,1.94,10,NA,solanaceae,nicotiana_tabacum,NA,funneliformis,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
4271,nicotiana_tabacum,funneliformis,NA,NA,YES,533,4280,Khasa,Sigler,2001,New Forests,Effect of fertilization on growth and ectomycorrhizal development of container-grown and bare-root nursery conifer seedlings,2004 Search,0.015873349,0.2,NA,1.25,10,NA,1.27,10,NA,solanaceae,nicotiana_tabacum,NA,funneliformis,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
4272,nicotiana_tabacum,funneliformis,NA,NA,YES,533,4280,Khasa,Sigler,2001,New Forests,Effect of fertilization on growth and ectomycorrhizal development of container-grown and bare-root nursery conifer seedlings,2004 Search,0.12751332,0.2,NA,1.25,10,NA,1.42,10,NA,solanaceae,nicotiana_tabacum,NA,funneliformis,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
4273,nicotiana_tabacum,funneliformis,NA,NA,YES,533,4281,Khasa,Sigler,2001,New Forests,Effect of fertilization on growth and ectomycorrhizal development of container-grown and bare-root nursery conifer seedlings,2004 Search,0.505191806,0.2,NA,1.78,10,NA,2.95,10,NA,solanaceae,nicotiana_tabacum,NA,funneliformis,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
4274,nicotiana_tabacum,funneliformis,NA,NA,YES,533,4281,Khasa,Sigler,2001,New Forests,Effect of fertilization on growth and ectomycorrhizal development of container-grown and bare-root nursery conifer seedlings,2004 Search,0.484643138,0.2,NA,1.78,10,NA,2.89,10,NA,solanaceae,nicotiana_tabacum,NA,funneliformis,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
4275,nicotiana_tabacum,funneliformis,NA,NA,YES,533,4281,Khasa,Sigler,2001,New Forests,Effect of fertilization on growth and ectomycorrhizal development of container-grown and bare-root nursery conifer seedlings,2004 Search,0.729013094,0.2,NA,1.78,10,NA,3.69,10,NA,solanaceae,nicotiana_tabacum,NA,funneliformis,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
4276,nicotiana_tabacum,funneliformis,NA,NA,YES,533,4281,Khasa,Sigler,2001,New Forests,Effect of fertilization on growth and ectomycorrhizal development of container-grown and bare-root nursery conifer seedlings,2004 Search,0.661760867,0.2,NA,1.78,10,NA,3.45,10,NA,solanaceae,nicotiana_tabacum,NA,funneliformis,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
4277,nicotiana_tabacum,funneliformis,NA,NA,YES,533,4281,Khasa,Sigler,2001,New Forests,Effect of fertilization on growth and ectomycorrhizal development of container-grown and bare-root nursery conifer seedlings,2004 Search,0.075711822,0.2,NA,1.78,10,NA,1.92,10,NA,solanaceae,nicotiana_tabacum,NA,funneliformis,annual_biennial,nonNforb,none,mics_not_added,Pyes,Nyes,Single,STERno,AM,lab,DOMESTICATED,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,YES,NO,NO
