"","site_code","location_name","latlong","gaps","depth","analyte_profile_conc"
"45.739055, -122.309112","ABBY","ABBY_initSoil","45.739055, -122.309112",0,100,5.071
"45.743366, -122.35901","ABBY","ABBY_initSoil","45.743366, -122.35901",0,100,2.215
"45.743937, -122.317109","ABBY","ABBY_initSoil","45.743937, -122.317109",0,100,4.541
"45.744589, -122.381659","ABBY","ABBY_initSoil","45.744589, -122.381659",0,100,2.766
"45.745361, -122.375882","ABBY","ABBY_initSoil","45.745361, -122.375882",0,85,4.12823529411765
"45.746995, -122.332415","ABBY","ABBY_initSoil","45.746995, -122.332415",0,100,3.341
"45.752598, -122.325841","ABBY","ABBY_initSoil","45.752598, -122.325841",0,100,2.079
"45.760544, -122.330038","ABBY","ABBY_initSoil","45.760544, -122.330038",0,100,4.785
"45.765614, -122.299549","ABBY","ABBY_initSoil","45.765614, -122.299549",0,100,2.365
"45.767791, -122.303342","ABBY","ABBY_initSoil","45.767791, -122.303342",0,100,5.684
"45.768936, -122.361007","ABBY","ABBY_initSoil","45.768936, -122.361007",0,100,5.387
"45.770172, -122.387515","ABBY","ABBY_initSoil","45.770172, -122.387515",0,100,2.068
"45.771358, -122.355223","ABBY","ABBY_initSoil","45.771358, -122.355223",0,100,3.01
"45.772619, -122.346369","ABBY","ABBY_initSoil","45.772619, -122.346369",0,100,5.207
"45.772764, -122.369799","ABBY","ABBY_initSoil","45.772764, -122.369799",0,100,6.407
"45.762378, -122.329672","ABBY",NA,"45.762378, -122.329672",0,200,2.347
"48.46504064, -123.0143109","1","1","1",1,1,1
"44.231, -122.22","AND","H.J. Andrews","44.231, -122.22",0,20,5.32775
"68.63333, -149.7167","2","2","2",2,2,2
"67.927667, -161.963717","2","2","2",2,2,2
"68.553, -149.574444","2","2","2",2,2,2
"68.562267, -149.571017","2","2","2",2,2,2
"68.633222, -149.7985","2","2","2",2,2,2
"68.666256, -149.817472","2","2","2",2,2,2
"68.671592, -149.844794","2","2","2",2,2,2
"68.677903, -149.621064","2","2","2",2,2,2
"68.679244, -149.627725","2","2","2",2,2,2
"27.15, -81.18333333","1","1","1",1,1,1
"33.67, 101.87","1","1","1",1,1,1
"51.392138, 11.877969","1","1","1",1,1,1
"-41.00644, -71.15323","1","1","1",1,1,1
"71.226667, -156.546572","BARR","BARR_initSoil","71.226667, -156.546572",0,100,26.128
"71.241422, -156.502856","BARR","BARR_initSoil","71.241422, -156.502856",0,52,10.75
"71.242584, -156.311981","BARR","BARR_initSoil","71.242584, -156.311981",0,100,8.308
"71.244105, -156.421392","BARR","BARR_initSoil","71.244105, -156.421392",0,100,25.481
"71.246709, -156.395116","BARR","BARR_initSoil","71.246709, -156.395116",0,52,29.8076923076923
"71.247916, -156.444305","BARR","BARR_initSoil","71.247916, -156.444305",0,100,20.66
"71.25008, -156.485007","BARR","BARR_initSoil","71.25008, -156.485007",1,120,12.655
"71.250115, -156.527704","BARR","BARR_initSoil","71.250115, -156.527704",2,100,9.951
"71.251783, -156.451332","BARR","BARR_initSoil","71.251783, -156.451332",0,56,46.0285714285714
"71.252017, -156.509878","BARR","BARR_initSoil","71.252017, -156.509878",0,100,8.18
"71.253775, -156.380751","BARR","BARR_initSoil","71.253775, -156.380751",0,100,9.423
"71.2558, -156.5504","BARR","BARR_initSoil","71.2558, -156.5504",1,100,11.088
"71.263723, -156.603872","BARR","BARR_initSoil","71.263723, -156.603872",0,100,11.853
"71.267253, -156.562377","BARR","BARR_initSoil","71.267253, -156.562377",0,100,6.2
"71.2686559999999, -156.650984","BARR","BARR_initSoil","71.2686559999999, -156.650984",0,100,22.521
"71.298765, -156.648196","BARR","BARR_initSoil","71.298765, -156.648196",0,100,12.163
"71.30303, -156.623332","BARR","BARR_initSoil","71.30303, -156.623332",1,100,10.884
"71.306198, -156.639765","BARR","BARR_initSoil","71.306198, -156.639765",0,100,15.764
"71.30672, -156.616988","BARR","BARR_initSoil","71.30672, -156.616988",0,100,9.466
"71.316715, -156.620809","BARR","BARR_initSoil","71.316715, -156.620809",0,100,16.867
"71.281711, -156.650219","BARR",NA,"71.281711, -156.650219",1,180,9.64722222222222
"44.041571, -71.28692","BART","BART_initSoil","44.041571, -71.28692",0,100,9.787
"44.041738, -71.277599","BART","BART_initSoil","44.041738, -71.277599",0,100,8.141
"44.042903, -71.273126","BART","BART_initSoil","44.042903, -71.273126",0,100,11.867
"44.046089, -71.316317","BART","BART_initSoil","44.046089, -71.316317",0,100,1.351
"44.049319, -71.263643","BART","BART_initSoil","44.049319, -71.263643",0,80,19.79625
"44.050006, -71.296275","BART","BART_initSoil","44.050006, -71.296275",0,100,6.296
"44.050073, -71.26668","BART","BART_initSoil","44.050073, -71.26668",0,100,2.689
"44.052777, -71.263782","BART","BART_initSoil","44.052777, -71.263782",0,20,28.65
"44.053794, -71.308072","BART","BART_initSoil","44.053794, -71.308072",0,100,10.268
"44.05462, -71.282199","BART","BART_initSoil","44.05462, -71.282199",0,100,12.333
"44.057361, -71.305891","BART","BART_initSoil","44.057361, -71.305891",0,100,3.506
"44.057947, -71.261745","BART","BART_initSoil","44.057947, -71.261745",0,100,16.191
"44.058474, -71.277857","BART","BART_initSoil","44.058474, -71.277857",0,100,7.458
"44.06068, -71.262946","BART","BART_initSoil","44.06068, -71.262946",0,100,5.487
"44.069363, -71.286142","BART","BART_initSoil","44.069363, -71.286142",0,100,5.209
"44.06516, -71.28834","BART",NA,"44.06516, -71.28834",0,200,1.747
"42.244586, -99.6518","1","1","1",1,1,1
"40.01121612, -105.4630518","1","1","1",1,1,1
"40.01123129, -105.4635727","1","1","1",1,1,1
"40.01124764, -105.4645174","1","1","1",1,1,1
"40.01133506, -105.4650232","1","1","1",1,1,1
"40.01135032, -105.4640594","1","1","1",1,1,1
"40.01138871, -105.4651081","1","1","1",1,1,1
"40.01139851, -105.4637303","1","1","1",1,1,1
"40.01145107, -105.4624373","1","1","1",1,1,1
"40.01148233, -105.4654002","1","1","1",1,1,1
"40.01156179, -105.4623049","1","1","1",1,1,1
"40.01157051, -105.4622552","1","1","1",1,1,1
"40.01157998, -105.4622631","1","1","1",1,1,1
"40.01158006, -105.4657897","1","1","1",1,1,1
"40.01159792, -105.4620767","1","1","1",1,1,1
"40.0116177, -105.4620537","1","1","1",1,1,1
"40.01167059, -105.4661942","1","1","1",1,1,1
"40.01175265, -105.4660716","1","1","1",1,1,1
"40.01176975, -105.466092","1","1","1",1,1,1
"40.01178576, -105.4619487","1","1","1",1,1,1
"40.01179095, -105.4660872","1","1","1",1,1,1
"40.01180914, -105.4660579","1","1","1",1,1,1
"40.01182079, -105.4663301","1","1","1",1,1,1
"40.01182842, -105.4619747","1","1","1",1,1,1
"40.01190227, -105.4619498","1","1","1",1,1,1
"40.01190285, -105.4666235","1","1","1",1,1,1
"40.011971, -105.4659726","1","1","1",1,1,1
"40.01199631, -105.4619442","1","1","1",1,1,1
"40.01203805, -105.4659328","1","1","1",1,1,1
"40.01206513, -105.4680617","1","1","1",1,1,1
"40.01207443, -105.4671864","1","1","1",1,1,1
"40.01210125, -105.4618896","1","1","1",1,1,1
"40.01210159, -105.467361","1","1","1",1,1,1
"40.01212757, -105.4683934","1","1","1",1,1,1
"40.0121357, -105.4658823","1","1","1",1,1,1
"40.01214081, -105.4618832","1","1","1",1,1,1
"40.01218809, -105.4676102","1","1","1",1,1,1
"40.01220862, -105.4658152","1","1","1",1,1,1
"40.01224156, -105.4619105","1","1","1",1,1,1
"40.01229764, -105.4658774","1","1","1",1,1,1
"40.01230024, -105.4693296","1","1","1",1,1,1
"40.01231331, -105.4685933","1","1","1",1,1,1
"40.01232756, -105.4619242","1","1","1",1,1,1
"40.01236377, -105.4619059","1","1","1",1,1,1
"40.01238733, -105.4692901","1","1","1",1,1,1
"40.0123937, -105.4692903","1","1","1",1,1,1
"40.01239604, -105.4692848","1","1","1",1,1,1
"40.012403, -105.4692643","1","1","1",1,1,1
"40.01243502, -105.4619441","1","1","1",1,1,1
"40.01246419, -105.4657762","1","1","1",1,1,1
"40.01246796, -105.4692207","1","1","1",1,1,1
"40.01248481, -105.4689279","1","1","1",1,1,1
"40.01254675, -105.4618913","1","1","1",1,1,1
"40.01257307, -105.464858","1","1","1",1,1,1
"40.01258539, -105.464476","1","1","1",1,1,1
"40.01262831, -105.469152","1","1","1",1,1,1
"40.01262973, -105.4627197","1","1","1",1,1,1
"40.01263007, -105.4629489","1","1","1",1,1,1
"40.01264364, -105.4650349","1","1","1",1,1,1
"40.01264876, -105.4634412","1","1","1",1,1,1
"40.01265228, -105.4618331","1","1","1",1,1,1
"40.01265421, -105.462403","1","1","1",1,1,1
"40.01266561, -105.4618364","1","1","1",1,1,1
"40.01269176, -105.4670495","1","1","1",1,1,1
"40.01269318, -105.4657067","1","1","1",1,1,1
"40.01270894, -105.4635137","1","1","1",1,1,1
"40.01271171, -105.4691503","1","1","1",1,1,1
"40.01274113, -105.4657022","1","1","1",1,1,1
"40.01276619, -105.4640191","1","1","1",1,1,1
"40.01288194, -105.4658676","1","1","1",1,1,1
"40.01289384, -105.4654823","1","1","1",1,1,1
"40.01290156, -105.4654792","1","1","1",1,1,1
"40.01291664, -105.4690952","1","1","1",1,1,1
"40.0129661, -105.4691186","1","1","1",1,1,1
"40.01299753, -105.4664483","1","1","1",1,1,1
"40.01300423, -105.4653546","1","1","1",1,1,1
"40.01303927, -105.4690911","1","1","1",1,1,1
"40.01304178, -105.4679598","1","1","1",1,1,1
"40.01304983, -105.4676651","1","1","1",1,1,1
"40.01308411, -105.4654181","1","1","1",1,1,1
"40.01311814, -105.469118","1","1","1",1,1,1
"40.01312016, -105.4654275","1","1","1",1,1,1
"40.01312125, -105.4683325","1","1","1",1,1,1
"40.01319425, -105.46866","1","1","1",1,1,1
"40.0132054, -105.469121","1","1","1",1,1,1
"40.01329534, -105.4691124","1","1","1",1,1,1
"40.01338704, -105.4691292","1","1","1",1,1,1
"40.01346105, -105.4691023","1","1","1",1,1,1
"40.01354738, -105.4691136","1","1","1",1,1,1
"40.01364252, -105.469089","1","1","1",1,1,1
"40.01986507, -105.4783176","1","1","1",1,1,1
"40.01991159, -105.4785448","1","1","1",1,1,1
"40.01999952, -105.4792244","1","1","1",1,1,1
"40.0200084, -105.478886","1","1","1",1,1,1
"40.02005467, -105.4794573","1","1","1",1,1,1
"40.02005878, -105.4798135","1","1","1",1,1,1
"40.02009625, -105.4796337","1","1","1",1,1,1
"40.02014964, -105.4801569","1","1","1",1,1,1
"40.02017361, -105.4804164","1","1","1",1,1,1
"40.02017939, -105.4838951","1","1","1",1,1,1
"40.02020404, -105.4795467","1","1","1",1,1,1
"40.02024, -105.4795343","1","1","1",1,1,1
"40.02028408, -105.4838311","1","1","1",1,1,1
"40.02028937, -105.4805782","1","1","1",1,1,1
"40.02031141, -105.4808222","1","1","1",1,1,1
"40.02033329, -105.4795286","1","1","1",1,1,1
"40.02038609, -105.4811937","1","1","1",1,1,1
"40.02039447, -105.4818124","1","1","1",1,1,1
"40.02039464, -105.4821036","1","1","1",1,1,1
"40.02039716, -105.4838056","1","1","1",1,1,1
"40.02041778, -105.4814788","1","1","1",1,1,1
"40.02044183, -105.4826801","1","1","1",1,1,1
"40.02044485, -105.4824121","1","1","1",1,1,1
"40.02045214, -105.479544","1","1","1",1,1,1
"40.02047821, -105.4795333","1","1","1",1,1,1
"40.02054568, -105.4832339","1","1","1",1,1,1
"40.02055239, -105.4830551","1","1","1",1,1,1
"40.02062757, -105.4794513","1","1","1",1,1,1
"40.0206321, -105.4836993","1","1","1",1,1,1
"40.02064702, -105.4836279","1","1","1",1,1,1
"40.02067351, -105.4836464","1","1","1",1,1,1
"40.02067611, -105.4835374","1","1","1",1,1,1
"40.02072615, -105.4834192","1","1","1",1,1,1
"40.02074408, -105.4794648","1","1","1",1,1,1
"40.02080712, -105.4836285","1","1","1",1,1,1
"40.02083318, -105.4794443","1","1","1",1,1,1
"40.02090585, -105.4836","1","1","1",1,1,1
"40.02090912, -105.479434","1","1","1",1,1,1
"40.02096126, -105.483578","1","1","1",1,1,1
"40.02099236, -105.4833232","1","1","1",1,1,1
"40.02100468, -105.4794222","1","1","1",1,1,1
"40.0210206, -105.4835685","1","1","1",1,1,1
"40.02106947, -105.4783143","1","1","1",1,1,1
"40.02107232, -105.4830249","1","1","1",1,1,1
"40.02109755, -105.4794229","1","1","1",1,1,1
"40.0211102, -105.477886","1","1","1",1,1,1
"40.0211299, -105.4788721","1","1","1",1,1,1
"40.02113267, -105.4835399","1","1","1",1,1,1
"40.02113627, -105.47995","1","1","1",1,1,1
"40.02113703, -105.4786203","1","1","1",1,1,1
"40.02115807, -105.479677","1","1","1",1,1,1
"40.02117215, -105.4794347","1","1","1",1,1,1
"40.02120836, -105.4828531","1","1","1",1,1,1
"40.0212097, -105.480257","1","1","1",1,1,1
"40.02124993, -105.4809146","1","1","1",1,1,1
"40.02125178, -105.4834711","1","1","1",1,1,1
"40.02127248, -105.4794195","1","1","1",1,1,1
"40.02128254, -105.4805138","1","1","1",1,1,1
"40.0212905, -105.4780982","1","1","1",1,1,1
"40.02129209, -105.4811463","1","1","1",1,1,1
"40.02130031, -105.4835132","1","1","1",1,1,1
"40.02131355, -105.4819955","1","1","1",1,1,1
"40.02134389, -105.4817469","1","1","1",1,1,1
"40.0213516, -105.4833376","1","1","1",1,1,1
"40.02136267, -105.4825949","1","1","1",1,1,1
"40.02136434, -105.4794052","1","1","1",1,1,1
"40.02137541, -105.4822743","1","1","1",1,1,1
"40.02141044, -105.4783769","1","1","1",1,1,1
"40.02141497, -105.4833459","1","1","1",1,1,1
"40.0214174, -105.4786546","1","1","1",1,1,1
"40.02146602, -105.4793975","1","1","1",1,1,1
"40.02147197, -105.4793994","1","1","1",1,1,1
"40.02150315, -105.4788719","1","1","1",1,1,1
"40.02152109, -105.4833408","1","1","1",1,1,1
"40.02152385, -105.4792472","1","1","1",1,1,1
"40.0215438, -105.4794064","1","1","1",1,1,1
"40.02159267, -105.4795209","1","1","1",1,1,1
"40.02163349, -105.4833251","1","1","1",1,1,1
"40.02166685, -105.4797887","1","1","1",1,1,1
"40.02168152, -105.4793949","1","1","1",1,1,1
"40.02171739, -105.4833442","1","1","1",1,1,1
"40.02173633, -105.4793904","1","1","1",1,1,1
"40.02175259, -105.4830111","1","1","1",1,1,1
"40.02177841, -105.4801025","1","1","1",1,1,1
"40.02180682, -105.4805073","1","1","1",1,1,1
"40.02181093, -105.4812945","1","1","1",1,1,1
"40.02181336, -105.4810209","1","1","1",1,1,1
"40.02182376, -105.4807933","1","1","1",1,1,1
"40.02182392, -105.4827475","1","1","1",1,1,1
"40.02183826, -105.4824373","1","1","1",1,1,1
"40.02184999, -105.4815593","1","1","1",1,1,1
"40.02186759, -105.4821409","1","1","1",1,1,1
"40.02190288, -105.4818456","1","1","1",1,1,1
"39.1, -76.3","BES","BES_forest_lawn","39.1, -76.3",0,100,0.63764284906727
"39.058572, -78.073304","BLAN","BLAN_initSoil","39.058572, -78.073304",0,100,0.554
"39.058808, -78.070547","BLAN","BLAN_initSoil","39.058808, -78.070547",0,100,0.568
"39.082049, -77.961087","BLAN","BLAN_initSoil","39.082049, -77.961087",0,100,0.464
"39.083999, -77.963812","BLAN","BLAN_initSoil","39.083999, -77.963812",0,100,0.58
"39.084853, -77.965125","BLAN","BLAN_initSoil","39.084853, -77.965125",0,100,0.415
"39.086352, -77.960562","BLAN","BLAN_initSoil","39.086352, -77.960562",0,100,0.509
"39.086358, -77.970995","BLAN","BLAN_initSoil","39.086358, -77.970995",0,100,0.662
"39.086429, -77.96365","BLAN","BLAN_initSoil","39.086429, -77.96365",0,100,0.369
"39.087236, -77.974007","BLAN","BLAN_initSoil","39.087236, -77.974007",0,100,0.541
"39.087455, -77.971943","BLAN","BLAN_initSoil","39.087455, -77.971943",0,100,0.408
"39.087543, -77.954621","BLAN","BLAN_initSoil","39.087543, -77.954621",0,100,0.392
"39.087842, -77.966034","BLAN","BLAN_initSoil","39.087842, -77.966034",0,100,0.885
"39.087923, -77.958384","BLAN","BLAN_initSoil","39.087923, -77.958384",0,100,0.668
"39.092296, -77.980761","BLAN","BLAN_initSoil","39.092296, -77.980761",0,100,0.7
"39.100938, -77.980394","BLAN","BLAN_initSoil","39.100938, -77.980394",0,100,0.66
"39.06044, -78.07115","BLAN",NA,"39.06044, -78.07115",0,200,0.6635
"39.972022, -105.233544","1","1","1",1,1,1
"44.27668543, -121.9680169","1","1","1",1,1,1
"63.883056, -149.225556","BNZ","Carbon in Permafrost Experimental Heating Research (CiPEHR)","63.883056, -149.225556",0,85,22.2660294117647
"63.880708, -149.239569","2","2","2",2,2,2
"64.89593, -148.4534","2","2","2",2,2,2
"64.9629, -144.9734","2","2","2",2,2,2
"-36.874, 147.254","1","1","1",1,1,1
"65.151634, -147.456572","BONA","BONA_initSoil","65.151634, -147.456572",0,58,7.81034482758621
"65.15664, -147.569321","BONA","BONA_initSoil","65.15664, -147.569321",0,78,7.04102564102564
"65.1575, -147.47842","BONA","BONA_initSoil","65.1575, -147.47842",0,110,9.50363636363636
"65.157503, -147.473951","BONA","BONA_initSoil","65.157503, -147.473951",0,95,13.9052631578947
"65.162994, -147.595649","BONA","BONA_initSoil","65.162994, -147.595649",0,100,4.72
"65.163534, -147.527149","BONA","BONA_initSoil","65.163534, -147.527149",0,110,4.97272727272727
"65.16574, -147.511226","BONA","BONA_initSoil","65.16574, -147.511226",0,100,7.206
"65.174454, -147.478134","BONA","BONA_initSoil","65.174454, -147.478134",0,76,9.18815789473684
"65.176793, -147.501859","BONA","BONA_initSoil","65.176793, -147.501859",0,80,6.61
"65.17688, -147.559452","BONA","BONA_initSoil","65.17688, -147.559452",0,80,6.17
"65.176958, -147.45573","BONA","BONA_initSoil","65.176958, -147.45573",0,110,7.95090909090909
"65.193366, -147.537397","BONA","BONA_initSoil","65.193366, -147.537397",0,70,10.06
"65.193678, -147.444473","BONA","BONA_initSoil","65.193678, -147.444473",0,68,9.07205882352941
"65.1984, -147.481092","BONA","BONA_initSoil","65.1984, -147.481092",0,67,7.71791044776119
"65.199927, -147.507406","BONA","BONA_initSoil","65.199927, -147.507406",0,75,13.716
"65.201069, -147.486275","BONA","BONA_initSoil","65.201069, -147.486275",0,120,10.0841666666667
"65.15333, -147.50194","BONA",NA,"65.15333, -147.50194",0,193,5.68238341968912
"41.6, -79","BOU","Bousson Environmental Research Reserve","41.6, -79",0,50,3.3354
"44.27951804, -121.9566829","1","1","1",1,1,1
"-26.892138, 151.606667","1","1","1",1,1,1
"-27.734896, 151.139517","1","1","1",1,1,1
"53.072023, -8.992624","1","1","1",1,1,1
"33.448376, -112.074036","1","1","1",1,1,1
"41.78506667, -93.38538333","1","1","1",1,1,1
"34.54195654, -81.7549352","1","1","1",1,1,1
"34.54244469, -81.75571705","1","1","1",1,1,1
"34.58868336, -81.65763242","1","1","1",1,1,1
"34.59823622, -81.6758106","1","1","1",1,1,1
"34.6064219, -81.72332296","1","1","1",1,1,1
"34.64748149, -81.73291812","1","1","1",1,1,1
"45.425, -93.2115","1","1","1",1,1,1
"41.2, -101.63","1","1","1",1,1,1
"45.4, -93.2","1","1","1",1,1,1
"48.28, 2.66","1","1","1",1,1,1
"-36.275556, -58.265556","1","1","1",1,1,1
"33.321251, -97.57765","CLBJ","CLBJ_initSoil","33.321251, -97.57765",0,26,0.830769230769231
"33.329427, -97.583638","CLBJ","CLBJ_initSoil","33.329427, -97.583638",0,206,0.316504854368932
"33.369609, -97.594596","CLBJ","CLBJ_initSoil","33.369609, -97.594596",0,201,0.0497512437810945
"33.374568, -97.578391","CLBJ","CLBJ_initSoil","33.374568, -97.578391",0,201,0.291542288557214
"33.37569, -97.631908","CLBJ","CLBJ_initSoil","33.37569, -97.631908",0,206,0.222330097087379
"33.379385, -97.622498","CLBJ","CLBJ_initSoil","33.379385, -97.622498",0,223,0.257847533632287
"33.392969, -97.579058","CLBJ","CLBJ_initSoil","33.392969, -97.579058",0,147,0.238095238095238
"33.399631, -97.619581","CLBJ","CLBJ_initSoil","33.399631, -97.619581",0,204,0.454901960784314
"33.408388, -97.603649","CLBJ","CLBJ_initSoil","33.408388, -97.603649",0,207,0.238164251207729
"33.413367, -97.635828","CLBJ","CLBJ_initSoil","33.413367, -97.635828",0,212,0.191981132075472
"33.416293, -97.657079","CLBJ","CLBJ_initSoil","33.416293, -97.657079",0,203,0.25615763546798
"33.40143, -97.56725","CLBJ",NA,"33.40143, -97.56725",0,147,0.272108843537415
"38.82928, -8.791406","1","1","1",1,1,1
"48.8088, -123.6301","1","1","1",1,1,1
"40.785746, -104.707657","CPER","CPER_initSoil","40.785746, -104.707657",0,100,0.362
"40.798116, -104.684496","CPER","CPER_initSoil","40.798116, -104.684496",0,100,0.364
"40.798822, -104.749212","CPER","CPER_initSoil","40.798822, -104.749212",0,100,0.525
"40.800962, -104.741743","CPER","CPER_initSoil","40.800962, -104.741743",0,100,0.471
"40.802126, -104.771251","CPER","CPER_initSoil","40.802126, -104.771251",0,100,0.518
"40.804501, -104.756306","CPER","CPER_initSoil","40.804501, -104.756306",0,100,0.361
"40.807905, -104.697947","CPER","CPER_initSoil","40.807905, -104.697947",0,100,0.273
"40.810934, -104.729248","CPER","CPER_initSoil","40.810934, -104.729248",0,100,0.414
"40.821979, -104.71284","CPER","CPER_initSoil","40.821979, -104.71284",0,100,1.077
"40.824819, -104.785759","CPER","CPER_initSoil","40.824819, -104.785759",0,100,0.509
"40.825715, -104.695047","CPER","CPER_initSoil","40.825715, -104.695047",0,100,0.472
"40.842486, -104.698179","CPER","CPER_initSoil","40.842486, -104.698179",0,100,0.425
"40.850866, -104.699535","CPER","CPER_initSoil","40.850866, -104.699535",0,100,0.313
"40.853093, -104.728006","CPER","CPER_initSoil","40.853093, -104.728006",0,100,0.424
"40.853133, -104.744736","CPER","CPER_initSoil","40.853133, -104.744736",0,100,0.318
"40.856261, -104.691691","CPER","CPER_initSoil","40.856261, -104.691691",0,100,0.335
"40.861915, -104.683832","CPER","CPER_initSoil","40.861915, -104.683832",0,100,0.318
"40.81297, -104.74455","CPER",NA,"40.81297, -104.74455",0,200,0.28
"35.059725, -83.43055556","2","2","2",2,2,2
"35.05973, -83.43056","CWT","Coweeta basin","35.05973, -83.43056",0,30,0.0226474172380952
"47.119264, -99.057536","DCFS","DCFS_initSoil","47.119264, -99.057536",0,93,2.08924731182796
"47.155078, -99.10658","DCFS","DCFS_initSoil","47.155078, -99.10658",0,100,0.924
"47.156969, -99.114094","DCFS","DCFS_initSoil","47.156969, -99.114094",0,80,1.64625
"47.163429, -99.115691","DCFS","DCFS_initSoil","47.163429, -99.115691",0,104,1.34038461538462
"47.16475, -99.110683","DCFS","DCFS_initSoil","47.16475, -99.110683",0,100,1.88
"47.169401, -99.056798","DCFS","DCFS_initSoil","47.169401, -99.056798",0,74,2.01621621621622
"47.171017, -99.056402","DCFS","DCFS_initSoil","47.171017, -99.056402",0,100,0.935
"47.171565, -99.051268","DCFS","DCFS_initSoil","47.171565, -99.051268",0,100,0.818
"47.199472, -99.173897","DCFS","DCFS_initSoil","47.199472, -99.173897",0,100,2.431
"47.202167, -99.173924","DCFS","DCFS_initSoil","47.202167, -99.173924",0,108,1.74351851851852
"47.20566, -99.175504","DCFS","DCFS_initSoil","47.20566, -99.175504",0,100,1.19
"47.207842, -99.16681","DCFS","DCFS_initSoil","47.207842, -99.16681",0,100,1.525
"47.209998, -99.171961","DCFS","DCFS_initSoil","47.209998, -99.171961",0,100,1.134
"47.210807, -99.170778","DCFS","DCFS_initSoil","47.210807, -99.170778",0,63,1.31904761904762
"47.15919, -99.11251","DCFS",NA,"47.15919, -99.11251",0,200,1.1105
"63.831139, -145.747612","DEJU","DEJU_initSoil","63.831139, -145.747612",1,100,1.216
"63.837932, -145.755235","DEJU","DEJU_initSoil","63.837932, -145.755235",1,100,1.042
"63.839966, -145.742379","DEJU","DEJU_initSoil","63.839966, -145.742379",1,100,0.44
"63.857875, -145.759874","DEJU","DEJU_initSoil","63.857875, -145.759874",1,100,0.231
"63.866754, -145.726499","DEJU","DEJU_initSoil","63.866754, -145.726499",1,100,0.475
"63.874251, -145.721887","DEJU","DEJU_initSoil","63.874251, -145.721887",0,100,14.732
"63.880889, -145.742977","DEJU","DEJU_initSoil","63.880889, -145.742977",1,100,0.692
"63.880982, -145.723425","DEJU","DEJU_initSoil","63.880982, -145.723425",1,100,0.558
"63.883388, -145.780721","DEJU","DEJU_initSoil","63.883388, -145.780721",1,100,0.297
"63.887095, -145.77447","DEJU","DEJU_initSoil","63.887095, -145.77447",1,100,1.31
"63.8944819999999, -145.756391","DEJU","DEJU_initSoil","63.8944819999999, -145.756391",1,100,0.358
"63.896283, -145.77832","DEJU","DEJU_initSoil","63.896283, -145.77832",1,100,0.54
"63.896876, -145.75386","DEJU","DEJU_initSoil","63.896876, -145.75386",0,100,0.87
"63.897474, -145.761176","DEJU","DEJU_initSoil","63.897474, -145.761176",1,100,0.819
"63.912331, -145.766038","DEJU","DEJU_initSoil","63.912331, -145.766038",0,100,1.305
"63.92112, -145.787666","DEJU","DEJU_initSoil","63.92112, -145.787666",1,100,0.429
"63.934644, -145.761389","DEJU","DEJU_initSoil","63.934644, -145.761389",1,100,0.603
"63.937523, -145.751463","DEJU","DEJU_initSoil","63.937523, -145.751463",1,100,0.503
"63.87983, -145.74765","DEJU",NA,"63.87983, -145.74765",0,300,0.568
"32.520326, -87.817136","DELA","DELA_initSoil","32.520326, -87.817136",0,100,0.932
"32.523344, -87.814623","DELA","DELA_initSoil","32.523344, -87.814623",0,100,0.976
"32.525211, -87.817496","DELA","DELA_initSoil","32.525211, -87.817496",0,100,1.543
"32.526813, -87.819123","DELA","DELA_initSoil","32.526813, -87.819123",0,100,1.136
"32.528739, -87.813392","DELA","DELA_initSoil","32.528739, -87.813392",0,100,0.825
"32.529787, -87.818196","DELA","DELA_initSoil","32.529787, -87.818196",0,90,0.823333333333333
"32.529805, -87.810518","DELA","DELA_initSoil","32.529805, -87.810518",1,100,0.644
"32.532488, -87.818528","DELA","DELA_initSoil","32.532488, -87.818528",0,90,0.793333333333333
"32.534097, -87.816944","DELA","DELA_initSoil","32.534097, -87.816944",0,100,1.075
"32.534935, -87.81503","DELA","DELA_initSoil","32.534935, -87.81503",0,90,0.824444444444444
"32.535516, -87.811465","DELA","DELA_initSoil","32.535516, -87.811465",0,100,0.718
"32.535525, -87.809899","DELA","DELA_initSoil","32.535525, -87.809899",0,100,0.855
"32.535808, -87.808003","DELA","DELA_initSoil","32.535808, -87.808003",0,100,0.845
"32.53881, -87.804512","DELA","DELA_initSoil","32.53881, -87.804512",0,101,0.971287128712871
"32.538831, -87.80134","DELA","DELA_initSoil","32.538831, -87.80134",0,100,0.665
"32.539626, -87.801969","DELA","DELA_initSoil","32.539626, -87.801969",0,100,0.88
"32.540079, -87.814097","DELA","DELA_initSoil","32.540079, -87.814097",0,97,0.855670103092783
"32.540456, -87.800089","DELA","DELA_initSoil","32.540456, -87.800089",0,100,0.886
"32.540703, -87.807742","DELA","DELA_initSoil","32.540703, -87.807742",0,100,0.848
"32.541444, -87.812539","DELA","DELA_initSoil","32.541444, -87.812539",0,90,0.663333333333333
"32.542291, -87.806805","DELA","DELA_initSoil","32.542291, -87.806805",0,100,0.808
"32.54092, -87.80341","DELA",NA,"32.54092, -87.80341",0,200,0.6735
"-37.80694444, 144.7913889","1","1","1",1,1,1
"28.039641, -81.393323","DSNY","DSNY_initSoil","28.039641, -81.393323",0,102,0.562745098039216
"28.048244, -81.416879","DSNY","DSNY_initSoil","28.048244, -81.416879",0,135,0.78
"28.060517, -81.384553","DSNY","DSNY_initSoil","28.060517, -81.384553",0,203,0.188669950738916
